title,metadataStatus,ingestStatus,status,project,sqlVolume,libServerDirectory,primaryIslandoraLocation,secondaryIslandoraLocation,pid,essss,images,ingestDate,latestMetadataUpdate,modified,lastModifiedBadFormat,notes
Marapicu 006.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 006.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:112720,112720,414,10/31/17,,2017-10-31T00:00:00Z,10/31/17,"slightly blurry, could be redone if given opportunity"
"Livro 6 de batismos de pessoas livres, 1857-1874",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 007.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:113762,113762,380,10/31/17,,2017-10-31T00:00:00Z,10/31/17,pdf in n_o
"[Batismos de escravos, 1851-1868]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 008.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:113526,113526,81,10/31/17,,2017-10-31T00:00:00Z,10/31/17,pdf in n_o
"Livro 2 de casamentos de pessoas captivas, 1828-1858",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 009.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:112182,112182,159,10/31/17,,2017-10-31T00:00:00Z,10/31/17,pdf in n_o
"[Livro de casamentos, 1834-1904]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 010.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:111328,111328,722,10/31/17,2/7/2018,2018-02-07T00:00:00Z,2/7/2018,"images almost certainly out of order, something went super screwy in the batch build"
Marapicu 011.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 011.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:113754,113754,7,10/31/17,,2017-10-31T00:00:00Z,10/31/17,pdf in n_o
"[Livro de casamentos, testamentos, e óbitos de livres e escravos, 1684-1702]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 001.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120872,120872,35,11/01/17,02/26/18,2018-02-26T00:00:00Z,02/26/18,pdf in n_o
"[Batismos de livres e escravos, 1720-1746]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 002.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120717,120717,154,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pages are crazy out of order; pdf in n_o
Maricá 003.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 003.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120643,120643,67,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Óbitos e testamentos de livres, 1706-1718]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 004.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120908,120908,41,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Batismos de livres, 1708-1709]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 005.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120711,120711,5,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Livro de batismos de escravos e livres, 1701-1715]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 006.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:121621,121621,58,11/01/17,02/28/18,2018-02-28T00:00:00Z,02/28/18,pdf in n_o
"[Livro de óbitos e testamentos de livres e escravos, 1751-1770]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 007.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120950,120950,337,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Maricá 008.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 008.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:121288,121288,321,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Livro de casamentos e óbitos de livres, 1781-1806]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 009.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:121610,121610,10,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o; is this a complete volume or are other pages somewhere else? 
"[Livro 12 de batismos de livres, 1772-1798]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 010.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:120102,120102,540,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Batismos de livres e escravos, 1701-1717]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 011.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:122237,122237,19,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Livro de óbitos e testamentos de livres, 1773-1809]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 012.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:122681,122681,720,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Óbitos de livres, 1852]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 013.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:122326,122326,3,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Livro de batismos de livres, 1844-1851]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 014.1,ESSSS/Brazil/Rio de Janeiro/Silva Jardim/Igreja Matriz de Correntezas,,essss:121935,121935,301,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"Livro 10 de baptisados, 1897-1898",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 015.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:121680,121680,254,11/01/17,,2017-11-01T00:00:00Z,11/01/17,"blurry, redo; pdf in n_o"
Compromisso da Irmandade do Santíssimo Sacramento da Villa de Maricá,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 016.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:122257,122257,68,11/01/17,,2017-11-01T00:00:00Z,11/01/17,"blurry, redo; pdf in n_o"
"[Livro de batismos de livres, 1802-1816]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 017.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:122230,122230,350,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Batismos de livres, 1814-1817]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 018.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:123458,123458,61,11/01/17,,2017-11-01T00:00:00Z,11/01/17,part of another marica volume that got separated; pdf in n_o
"[Óbitos de livres, 1840-1845]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Maricá\Maricá 019.1,ESSSS/Brazil/Rio de Janeiro/Maricá/Nossa Senhora do Amparo de Maricá,,essss:123402,123402,55,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Batismos mistos, 1878-1885]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Mendes\Mendes 001.1,ESSSS/Brazil/Rio de Janeiro/Mendes/Santa Cruz,,essss:69404,69404,166,10/24/17,,2017-10-24T00:00:00Z,10/24/17,pdf in n_o
Pacobaíba 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pacobaíba\Pacobaíba 001.1,ESSSS/Brazil/Rio de Janeiro/Magé/Nossa Senhora da Guia de Pacobaíba Mauá,,essss:123716,123716,67,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
"[Livro de batismos de livres, 1876-1890]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Palmeiras\Palmeiras 001.1,ESSSS/Brazil/Rio de Janeiro/Santana das Palmeiras/Nossa Senhora de Santana das Palmeiras,,essss:123520,123520,98,11/01/17,2/12/18,2018-02-12T00:00:00Z,2/12/18,pdf in n_o
"[Livro de batismos, 1890-1896]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Palmeiras\Palmeiras 002.1,ESSSS/Brazil/Rio de Janeiro/Santana das Palmeiras/Nossa Senhora de Santana das Palmeiras,,essss:123619,123619,96,11/01/17,02/28/18,2018-02-28T00:00:00Z,02/28/18,pdf in n_o
"[Livro de batismos, 1742-1744]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Paraíba\Paraíba 001.1,ESSSS/Brazil/Rio de Janeiro/Paraíba do Sul/Igreja de Nossa Senhora da Conceição e São Pedro e São Paulo da Paraíba,,essss:123821,123821,9,11/01/17,2/12/18,2018-02-12T00:00:00Z,2/12/18,pdf in n_o
"[Livro de óbitos, 1729-1752]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Paraíba\Paraíba 002.1,ESSSS/Brazil/Rio de Janeiro/Paraíba do Sul/Igreja de Nossa Senhora da Conceição e São Pedro e São Paulo da Paraíba,,essss:123784,123784,36,11/01/17,2/12/18,2018-02-12T00:00:00Z,2/12/18,pdf in n_o
Pedro da Aldeia 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 001.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:124129,124129,228,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"blurry, needs to be redone; pdf in n_o"
Pedro da Aldeia 002.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 002.1,ESSSS/Brazil/Rio de Janeiro/Cabo Frio/Igreja de Nossa Senhora da Assunção,,essss:125577,125577,388,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"blurry, needs to be redone; pdf in n_o"
Pedro da Aldeia 003.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 003.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:124752,124752,507,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 004.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 004.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:125966,125966,405,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 005.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 005.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:123831,123831,281,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 006.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 006.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:126393,126393,283,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 007.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 007.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:126372,126372,20,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 008.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 008.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:125260,125260,316,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"blurry, needs to be redone; pdf in n_o"
Pedro da Aldeia 009.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 009.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:124113,124113,15,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
Pedro da Aldeia 010.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro da Aldeia\Pedro da Aldeia 010.1,ESSSS/Brazil/Rio de Janeiro/São Pedro da Aldeia/Matriz de São Pedro,,essss:124358,124358,393,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"blurry, needs to be redone; pdf in n_o"
Pedro e Paulo de Paracambi 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro e Paulo de Paracambi\Pedro e Paulo de Paracambi 001.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:126679,126679,194,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
"Livro de óbitos de escravos, 1872-1878",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro e Paulo\Pedro e Paulo 001.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:126874,126874,39,11/07/17,,2017-11-07T00:00:00Z,11/07/17,no pdf
Pedro e Paulo 002.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro e Paulo\Pedro e Paulo 002.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:127005,127005,65,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"blurry, needs to be redone; pdf in n_o"
"[Batismos de escravos e livres, 1827-1851]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Pedro e Paulo\Pedro e Paulo 003.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:126914,126914,90,11/07/17,,2017-11-07T00:00:00Z,11/07/17,"no pdf, some rotated images"
"[Batismos de escravos, 1683-1715]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Piratininga\Piratininga 001.1,ESSSS/Brazil/Rio de Janeiro/Niterói/Nossa Senhora do Bonsucesso de Piratininga,,essss:128659,128659,127,11/07/17,,2017-11-07T00:00:00Z,11/07/17,no pdf
"[Batismos de livres e escravos, 1668-1733]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Piratininga\Piratininga 002.1,ESSSS/Brazil/Rio de Janeiro/Niterói/Nossa Senhora do Bonsucesso de Piratininga,,essss:128787,128787,55,11/07/17,,2017-11-07T00:00:00Z,11/07/17,pdf in n_o
"Batismos e óbitos de escravos, libertos, e pessoas livres, 1859-1871",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ribeirão das Lajes\Ribeirão das Lajes 001.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:128860,128860,353,11/08/17,,2017-11-08T00:00:00Z,11/08/17,pdf in n_o; some of this is part of essss:129214 that got separated out; put in when we have time
"Livro de batismos de escravos, 1839-1872",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ribeirão das Lajes\Ribeirão das Lajes 002.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:129214,129214,181,11/08/17,,2017-11-08T00:00:00Z,11/08/17,pdf in n_o
"Livro de batismos de escravos, 1847-1848",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ribeirão das Lajes\Ribeirão das Lajes 003.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:128845,128845,14,11/08/17,02/22/18,2018-02-22T00:00:00Z,02/22/18,pdf in n_o
"[Óbitos de escravos, 1843-1864]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ribeirão das Lajes\Ribeirão das Lajes 004.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:129396,129396,123,11/08/17,,2017-11-08T00:00:00Z,11/08/17,blurry; pdf in n_o
"[Livro de casamentos, 1874-1885]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ribeirão das Lajes\Ribeirão das Lajes 005.1,ESSSS/Brazil/Rio de Janeiro/Paracambi/São Pedro e São Paulo de Paracambi,,essss:129520,129520,192,11/08/17,,2017-11-08T00:00:00Z,11/08/17,pdf in n_o
"[Livro de batismos mistos, 1852-1863]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\S. Isabel\S. Isabel 001.1,ESSSS/Brazil/Rio de Janeiro/Valença/Santa Isabel do Rio Preto,,essss:130225,130225,184,11/08/17,2/14/18,2018-02-14T00:00:00Z,2/14/18,no pdf
"[Livro 11 de assentamentos de baptisados, 1864-1888]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\S. Isabel\S. Isabel 002.1,ESSSS/Brazil/Rio de Janeiro/Valença/Santa Isabel do Rio Preto,,essss:130410,130410,295,11/08/17,02/26/18,2018-02-26T00:00:00Z,02/26/18,pdf in n_o
S. Isabel 003.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\S. Isabel\S. Isabel 003.1,ESSSS/Brazil/Rio de Janeiro/Valença/Santa Isabel do Rio Preto,,essss:131291,131291,345,11/08/17,,2017-11-08T00:00:00Z,11/08/17,"blurry, needs to be redone; pdf in n_o"
