pubmedId,title,author,affiliation
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,J G Linneman,"Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, Marshfield, WI, USA."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,D M Roden,"Division of Clinical Pharmacology, Department of Medicine, Vanderbilt University School of Medicine, Nashville, TN, USA."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,C M Shaffer,"Department of Medicine, Vanderbilt University, Nashville, TN, USA."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,A Shah,"Department of Medicine, Vanderbilt University, Nashville, TN, USA."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,P Weeke,"1] Department of Medicine, Vanderbilt University, Nashville, TN, USA [2] Department of Cardiology, Copenhagen University Hospital, Gentofte, Denmark."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,H Xu,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA."
25164755,Comparative analysis of the transcriptome across distant species.,Burak H Alver,"Center for Biomedical Informatics, Harvard Medical School, 10 Shattuck Street, Boston, Massachusetts 02115, USA."
25164755,Comparative analysis of the transcriptome across distant species.,Rebecca McWhirter,"Department of Cell and Developmental Biology, Vanderbilt University, 465 21st Avenue South, Nashville, Tennessee 37232-8240, USA."
25164755,Comparative analysis of the transcriptome across distant species.,David M Miller,"Department of Cell and Developmental Biology, Vanderbilt University, 465 21st Avenue South, Nashville, Tennessee 37232-8240, USA."
25164755,Comparative analysis of the transcriptome across distant species.,Peter J Park,"Center for Biomedical Informatics, Harvard Medical School, 10 Shattuck Street, Boston, Massachusetts 02115, USA."
25164755,Comparative analysis of the transcriptome across distant species.,William C Spencer,"Department of Cell and Developmental Biology, Vanderbilt University, 465 21st Avenue South, Nashville, Tennessee 37232-8240, USA."
25164755,Comparative analysis of the transcriptome across distant species.,Kathie L Watkins,"Department of Cell and Developmental Biology, Vanderbilt University, 465 21st Avenue South, Nashville, Tennessee 37232-8240, USA."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Yan V Sun,"Department of Epidemiology and Biomedical Informatics, Emory University, Atlanta, Georgia, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Jirong Long,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Edmond K Kabagambe,"Division of Epidemiology, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Qiuyin Cai,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Wei Zheng,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,William J Blot,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee; International Epidemiology Institute, Rockville, Maryland, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Dana C Crawford,"Center for Human Genetics Research and Department of Molecular Physiology and Biophysics, Vanderbilt University, Nashville, Tennessee, United States of America."
25102180,Meta-analysis of genome-wide association studies in African Americans provides insights into the genetic architecture of type 2 diabetes.,Xiao-Ou Shu,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, United States of America."
25086666,A framework for the interpretation of de novo mutation in human disease.,Jack A Kosmicki,"1] Analytic and Translational Genetics Unit, Department of Medicine, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Center for Biomedical Informatics, Harvard Medical School, Boston, Massachusetts, USA. [3] Department of Pathology, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA."
25086666,A framework for the interpretation of de novo mutation in human disease.,Dennis P Wall,"1] Center for Biomedical Informatics, Harvard Medical School, Boston, Massachusetts, USA. [2] Department of Pathology, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA."
25086666,A framework for the interpretation of de novo mutation in human disease.,James S Sutcliffe,"Center for Molecular Neuroscience, Vanderbilt University, Nashville, Tennessee, USA."
25046743,A pilot study of cerebrovascular reactivity autoregulation after pediatric cardiac arrest.,Lori C Jordan,"Department of Neurology, Vanderbilt University (VU), Nashville, TN, USA."
25046743,A pilot study of cerebrovascular reactivity autoregulation after pediatric cardiac arrest.,Christoph U Lehmann,"Department of Pediatrics, VU, USA; Department of Biomedical Informatics, VU, USA."
24780722,pSCANNER: patient-centered Scalable National Network for Effectiveness Research.,Lucila Ohno-Machado,"Division of Biomedical Informatics, Department of Medicine and Clinical Translational Research Institute, University of California San Diego, La Jolla, California, USA Division of Health Services Research & Development, Veterans Affairs, San Diego Healthcare System, La Jolla, California, USA."
24780722,pSCANNER: patient-centered Scalable National Network for Effectiveness Research.,Michele E Day,"Division of Biomedical Informatics, Department of Medicine and Clinical Translational Research Institute, University of California San Diego, La Jolla, California, USA."
24780722,pSCANNER: patient-centered Scalable National Network for Effectiveness Research.,Michael E Matheny,"Research & Development Service, Tennessee Valley Healthcare System, Veterans Health Administration, Nashville, Tennessee, USA Division of General Internal Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA."
24392244,Inter-reader variability in follicular lymphoma grading: Conventional and digital reading.,Claudio Mosse,"Vanderbilt University, Nashville TN, USA."
24392244,Inter-reader variability in follicular lymphoma grading: Conventional and digital reading.,Metin N Gurcan,"Department of Biomedical Informatics, Ohio State University, Columbus, OH, USA."
